date,amount,description,category,payment_mode
2023-03-10,1018.69,AUTOPEY SWIGGY 654793,Bills & Utilities,AutoDebit
2023-12-23,14778.09,IRCTC E-TICKET 433378,Travel,Net Banking
2024-08-19,8305.56,SPOTIFY *SUBSCRIPTION 185543,Entertainment,Card
2024-03-09,3426.49,AUTOPEY NETFLIX 910881,Bills & Utilities,AutoDebit
2024-09-21,11933.09,DELTA AIRLINES 900843,Travel,Credit Card
2023-12-07,1555.64,OLA/UBER RIDE 353213,Travel,UPI
2023-07-10,47.07,SPOTIFY *SUBSCRIPTION 486782,Entertainment,Card
2023-11-25,13016.25,ZELLE PAYMENT TO APPLE 349403,Transfer,Zelle
2024-11-05,1134.88,SBI/IMPS TO WALMART 126185,Transfer,IMPS
2024-08-23,4847.64,ACH DEBIT APPLE 768183 *POS,Bills & Utilities,ACH
2025-05-27,9569.39,DMART 814672,Groceries,Debit Card
2024-06-25,4021.46,SHELL LONDON TXN 830192,Fuel,Debit Card
2024-08-14,8674.3,ELECTRICITY BILL 435780,Bills & Utilities,Net Banking
2025-08-25,5532.73,INDIAN OIL NY TXN 362567 *CARD,Fuel,Card Present
2024-08-05,8703.57,AUTOPAY AMZN PRIME 224636,Entertainment,AutoDebit
2025-01-18,14253.23,PAYMENT TO H&M VIA BHIM UPI 998877 *CARD,Shopping,Credit Card
2023-03-12,14799.31,APOLLO PHARMACY 145670,Healthcare,Card
2024-12-11,11889.96,IRCTC 464515 INDIAN RAIL,Travel,Net Banking
2025-01-10,6963.04,BIG BAZAAR MUMBAI TXN 223463,Shopping,Debit Card
2023-10-04,6310.3,UBER SAN FRANCISCO TXN 373402,Travel,Credit Card
2025-09-05,10413.52,VENMO PAYMENT 866800,Transfer,Digital Wallet
2025-06-24,14211.12,LYFT MIAMI TXN 626208 *POS,Shopping,Card Present
2024-06-23,6075.51,MYNTRA SAN FRANCISCO TXN 218267 *POS,Shopping,Card Present
2025-09-27,8559.38,GOOGLE *PLAY 837697,Entertainment,Credit Card
2024-05-18,12034.09,NETFLIX.COM/BILL 640973,Entertainment,Credit Card
2025-10-30,3627.44,Debited ATM CASH WITHDRAWAL AXIS BANK ATM ATM 613896,Cash Withdrawal,ATM
2023-08-09,5867.81,STARBUCKS LOS ANGELES POS 725184,Food & Dining,Debit Card
2025-06-24,2538.17,FLIPKART KOLKATA TXN 489585,Shopping,Debit Card
2025-10-23,4793.09,KFC HYDERABAD TXN 388793,Shopping,Debit Card
2023-08-16,4216.26,Debited APPLE.COM/BILL 222033,Entertainment,Credit Card
2025-01-15,6931.19,SWIGGY LONDON TXN 607672 *ONLINE,Food & Dining,UPI
2025-10-14,12453.66,KFC BERLIN TXN 857073,Food & Dining,Debit Card
2025-01-10,4782.79,TESCO STORES 22581,Groceries,Debit Card
2024-09-08,5042.37,IMPS TRANSFER TO COSTCO 57226 *ONLINE,Shopping,IMPS
2023-04-14,10497.54,TARGET STORE11 911703,Shopping,Credit Card
2024-01-03,11064.75,ACH DEBIT AMAZON 709713 *CARD,Bills & Utilities,ACH
2023-11-27,220.06,AMAZON PAY *NETFLIX 709689 *CARD,Shopping,Debit Card
2024-03-31,1922.11,RECHARGE Vodafone 822727,Bills & Utilities,UPI
2025-06-06,4354.64,NETFLIX.COM/BILL 499968,Entertainment,Credit Card
2024-01-02,927.49,AIRTEL BILLPAY 313959,Bills & Utilities,Net Banking
2025-10-26,9233.88,NETFLIX.COM/BILL 455635,Entertainment,Credit Card
2023-10-05,2371.99,ZOMATO BERLIN TXN 321032 *ONLINE,Food & Dining,UPI
2025-02-22,5643.58,ZOMATO NY TXN 597905,Food & Dining,UPI
2025-07-25,6488.61,PAYMENT TO CREDIT CARD HDFC ATM 72538,Bills & Utilities,Card Present
2024-07-22,4280.53,STARBUCKS SAN FRANCISCO POS 153254,Food & Dining,Credit Card
2023-02-02,1085.47,Debited ACH DEBIT AIRTEL 925129,Bills & Utilities,ACH
2023-03-18,7856.57,RECHARGE Jio 152551,Bills & Utilities,UPI
2025-03-23,1644.02,MCDONALDS ATLANTA POS 729866 *CARD,Food & Dining,Debit Card
2025-10-29,8824.78,TARGET STORE493 220357,Shopping,Credit Card
2025-10-17,3815.9,ZOMATO CHENNAI TXN 608782,Food & Dining,UPI
2025-07-04,4969.47,SWIGGY HYDERABAD TXN 810886,Food & Dining,UPI
2024-11-18,14314.5,PAYMENT TO MYNTRA VIA BHIM UPI 706734,Shopping,UPI
2023-12-20,2370.67,MYNTRA HYDERABAD TXN 399759,Shopping,IMPS
2024-02-09,2470.74,RYANAIR 456944,Travel,Credit Card
2025-10-03,10339.42,LIDL 915461,Groceries,Debit Card
2023-08-03,12564.28,FLIPKART DELHI TXN 514617,Shopping,Debit Card
2025-04-05,12111.8,STARBUCKS BENGALURU POS 759367,Food & Dining,Card Present
2025-10-16,13734.34,MYNTRA DELHI TXN 196291,Shopping,IMPS
2023-06-20,10282.77,STARBUCKS HYDERABAD POS 543970,Food & Dining,Debit Card
2025-06-18,12252.76,WALMART.COM 481578,Shopping,Credit Card
2024-02-24,8415.77,Debited MOBILE TOPUP Vodafone 393329,Bills & Utilities,Wallet
2024-03-08,1703.96,Alert: AUTOPEY GOIBIBO 68884,Bills & Utilities,AutoDebit
2023-01-13,3672.97,UPI/850212/LIDL *ONLINE,Shopping,UPI
2024-08-24,4028.06,Debited AMZN MKTP INDIA 656014,Shopping,Credit Card
2024-05-17,8202.92,BIG BAZAAR 820143,Groceries,Debit Card
2025-02-01,3165.88,JIO RECHARGE 393699,Bills & Utilities,Net Banking
2025-03-05,4128.37,IRCTC E-TICKET 82456,Travel,Net Banking
2023-09-18,8032.99,PAYTM-TO-SWIGGY 53027,Shopping,UPI
2025-02-14,6645.97,BOOTSCHEMIST 530685,Healthcare,Card
2025-06-26,5546.98,HP PETROL PUMP LONDON TXN 764215,Fuel,Debit Card
2024-11-01,814.66,BIG BAZAAR 271355 *ONLINE,Groceries,Debit Card
2024-09-24,11390.85,VENMO PAYMENT 738029,Transfer,Wallet
2023-07-24,8449.27,NEFT TO LYFT 19767,Transfer,NEFT
2024-12-06,8156.26,MYNTRA BERLIN TXN 509461,Shopping,IMPS
2023-03-04,12472.67,HP PETROL PUMP PARIS TXN 298020,Fuel,Debit Card
2025-03-28,968.91,EASYJET 298820 *CARD,Travel,Credit Card
2025-05-07,6720.4,KFC MIAMI TXN 807266 *POS,Food & Dining,Card Present
2023-12-09,10853.04,VENMO PAYMENT 526956 *CARD,Transfer,UPI
2025-07-25,13977.24,UBER LONDON TXN 955902 *POS,Travel,Debit Card
2023-06-08,13769.05,APPLE.COM/BILL 106369,Entertainment,Credit Card
2025-08-03,11386.46,NETFLIX.COM/BILL 20600,Entertainment,Credit Card
2023-11-22,14640.72,GOOGLE *PLAY 767708 *CARD,Entertainment,Credit Card
2023-07-15,10326.74,OLA/UBER RIDE 712382,Travel,UPI
2024-12-14,55.03,Debited UPI/328832/JIO,Shopping,UPI
2024-10-31,6749.69,GOOGLE *PLAY 831794,Entertainment,Credit Card
2023-04-28,4374.64,UPI/857623/BIG BAZAAR,Shopping,UPI
2023-05-31,1563.99,ZOMATO SAN FRANCISCO TXN 143860 *CARD,Food & Dining,Credit Card
2025-04-19,2062.11,WALMART.COM 977764,Shopping,Credit Card
2025-09-16,9143.47,PAYPAL *COSTCO 56435 *ONLINE,Shopping,Digital Wallet
2023-06-22,12299.98,AUTOPAY AMZN PRIME 848541,Entertainment,AutoDebit
2023-12-24,760.7,PAYMENT TO STARBUCKS VIA BHIM UPI 488938,Shopping,UPI
2024-11-29,12241.75,RYANAIR 241904,Travel,Credit Card
2024-07-27,9344.43,AIRTEL BILLPAY 767671,Bills & Utilities,Net Banking
2024-06-16,1492.41,AIRTEL BILLPAY 55792,Bills & Utilities,Net Banking
2023-04-08,3712.06,ALDI 998805,Groceries,Debit Card
2023-06-25,11250.52,BIG BAZAAR AHMEDABAD TXN 151315,Shopping,Debit Card
2023-01-30,13187.99,STRIPE*APPLE 860133,Shopping,Card
2024-11-19,11711.55,Credited MCDONALDS KOLKATA POS 660025,Food & Dining,Card Present
2023-04-26,8985.18,IMPS TRANSFER TO SPOTIFY 557971 *CARD,Shopping,Credit Card
2025-05-15,12014.05,WALMART.COM 109110,Shopping,Credit Card
2025-05-12,1956.09,HP PETROL PUMP PARIS TXN 159331,Fuel,Debit Card
2024-08-10,12928.06,DELTA AIRLINES 766034,Travel,Credit Card
2024-01-08,7078.34,SWIGGY DELHI TXN 889041,Food & Dining,UPI
2025-03-18,10805.81,RECHARGE Jio 647460,Bills & Utilities,UPI
2024-11-20,7374.72,DMART 692098,Groceries,Debit Card
2024-09-19,13475.25,SHELL SAN FRANCISCO TXN 490255,Fuel,Debit Card
2025-03-09,4414.27,ALDI 942600,Groceries,Debit Card
2025-07-24,12061.45,Alert: MYNTRA KOLKATA TXN 57504,Shopping,IMPS
2023-04-14,5418.02,MCDONALDS MADRID POS 795844,Food & Dining,Credit Card
2023-09-12,13145.33,UPI/757139/AMAZON,Shopping,UPI
2023-09-15,3065.56,Alert: KFC AHMEDABAD TXN 828911,Food & Dining,Debit Card
2024-06-19,14333.12,GAS BILL 276445,Bills & Utilities,Net Banking
2023-08-16,11758.74,NEFT TO WALMART 418347 *POS,Transfer,Debit Card
2023-05-27,2793.85,IRCTC 34647 INDIAN RAIL *CARD,Travel,Debit Card
2024-01-12,931.7,SBI/IMPS TO TATACLIQ 21244,Transfer,IMPS
2024-09-18,6417.05,MCDONALDS MIAMI POS 507294,Food & Dining,Debit Card
2023-08-26,4320.48,IMPS TRANSFER TO LYFT 530760 *POS,Shopping,Card Present
2024-06-28,7009.96,STARBUCKS BENGALURU POS 61073,Food & Dining,Credit Card
2023-09-10,14166.36,WALMART.COM 38622,Shopping,Credit Card
2023-07-06,13631.56,ATM CASH WITHDRAWAL AXIS BANK ATM ATM 49528,Cash Withdrawal,ATM
2024-02-20,3316.38,SUBWAY MADRID POS 867525 *POS,Food & Dining,Card Present
2025-03-20,4420.49,IRCTC 923088 INDIAN RAIL,Travel,Net Banking
2024-09-10,4179.17,JIO RECHARGE 847489,Bills & Utilities,Net Banking
2024-04-17,5208.83,INDIAN OIL PARIS TXN 630857 *POS,Fuel,Debit Card
2023-12-27,2783.57,AUTOPEY DMART 108242,Bills & Utilities,AutoDebit
2024-11-13,4662.57,Credited MOBILE TOPUP Vodafone 453843,Bills & Utilities,Wallet
2024-10-04,7458.72,ZELLE PAYMENT TO STARBUCKS 317587,Transfer,Zelle
2025-04-28,2509.69,INSURANCE PREMIUM OLA 568956,Bills & Utilities,Net Banking
2024-12-30,818.99,ACH DEBIT APPLE 743327,Bills & Utilities,ACH
2023-08-17,1332.98,JIO RECHARGE 697384,Bills & Utilities,Net Banking
2025-10-31,7813.89,STRIPE*ZALANDO 560916,Shopping,Card
2023-03-18,14450.39,AUTOPAY AMZN PRIME 439491 *ONLINE,Entertainment,AutoDebit
2023-04-09,2810.41,ALDI 55142,Groceries,Debit Card
2025-07-19,3312.48,STRIPE*RAZORPAY 416648,Shopping,Card
2025-08-27,14836.95,MYNTRA HYDERABAD TXN 340926,Shopping,Debit Card
2023-06-21,1435.22,IRCTC E-TICKET 671467,Travel,Net Banking
2024-11-28,3494.33,AMZN.COM/BILL 268236,Shopping,Credit Card
2025-09-15,11592.44,TARGET STORE138 890916,Shopping,Credit Card
2023-09-03,5516.17,ALDI 298584,Groceries,Debit Card
2024-08-01,12592.28,BOOTSCHEMIST 546361,Healthcare,Card
2023-12-29,14845.8,PAYMENT TO LIDL VIA BHIM UPI 266950,Shopping,UPI
2024-09-10,7977.55,IMPS TRANSFER TO KFC 960724,Shopping,IMPS
2023-04-19,7583.49,UPI/758190/AMAZON,Shopping,UPI
2024-08-09,6015.67,PAYMENT TO AIRTEL VIA BHIM UPI 769687,Shopping,UPI
2024-04-21,8649.33,STARBUCKS LOS ANGELES POS 710609,Food & Dining,Card Present
2023-01-14,14544.85,MYNTRA LOS ANGELES TXN 360861 *CARD,Shopping,Credit Card
2025-03-17,12576.58,PAYTM-TO-DELTA AIRLINES 646446 *ONLINE,Shopping,Digital Wallet
2025-11-03,2330.01,SWIGGY HYDERABAD TXN 810429,Food & Dining,UPI
2023-07-21,11500.64,KFC DELHI TXN 424429,Food & Dining,Debit Card
2025-02-28,830.48,RECHARGE Airtel 337848,Bills & Utilities,UPI
2025-06-06,769.06,Txn: PAYMENT TO TATACLIQ VIA BHIM UPI 106446,Shopping,UPI
2024-09-06,1026.86,OLA HYDERABAD TXN 733535,Shopping,Debit Card
2025-11-02,10443.22,IRCTC 468327 INDIAN RAIL,Travel,Net Banking
2023-09-28,6692.17,UBER PUNE TXN 783650,Travel,Credit Card
2023-11-18,3374.5,DMART 611774,Groceries,Debit Card
2025-07-14,11557.35,AUTOPEY BIG BAZAAR 136601,Bills & Utilities,AutoDebit
2025-09-08,10356.15,STARBUCKS LOS ANGELES POS 463495 *CARD,Food & Dining,Debit Card
2025-09-22,14457.17,Debited INDIAN OIL DELHI TXN 700666,Fuel,Debit Card
2025-10-03,7565.2,HDFC/NEFT TO SPOTIFY 427009,Transfer,NEFT
2023-07-07,8547.94,SUBSCRIPTION AMAZON PRIME 355975,Entertainment,Card
2024-02-26,1509.85,Txn: RYANAIR 348083,Travel,Credit Card
2024-06-18,5388.21,AIRTEL BILLPAY 328402 *CARD,Bills & Utilities,Debit Card
2023-01-25,1675.61,KFC PUNE TXN 793468,Food & Dining,Debit Card
2025-10-04,4912.78,ELECTRICITY BILL 43642,Bills & Utilities,Net Banking
2023-11-02,7414.92,HP PETROL PUMP MADRID TXN 214914,Fuel,Debit Card
2025-06-27,1593.69,SBI/IMPS TO GOIBIBO 140857,Transfer,IMPS
2023-08-07,10293.72,Debited PAYTM-TO-JIO 334187,Shopping,Wallet
2025-04-24,5901.62,IMPS TRANSFER TO ZARA 514752,Shopping,IMPS
2023-01-10,11509.17,Txn: RECHARGE Jio 407746,Bills & Utilities,UPI
2023-05-08,14003.65,KFC PUNE TXN 837626,Food & Dining,Debit Card
2023-08-02,13021.05,IMPS TRANSFER TO DELTA AIRLINES 473629,Shopping,IMPS
2023-08-14,2012.55,CVS PHARMACY 390002,Healthcare,Card
2025-01-13,1686.9,EASYJET 638038,Travel,Credit Card
2023-12-11,4628.42,IRCTC E-TICKET 985193,Travel,Net Banking
2024-11-30,11781.1,VENMO PAYMENT 452563 *CARD,Transfer,Wallet
2025-07-04,14757.99,SUBSCRIPTION AMAZON PRIME 20093,Entertainment,Card
2023-02-07,14884.61,HP PETROL PUMP LOS ANGELES TXN 585458,Fuel,Debit Card
2025-05-26,12986.81,STARBUCKS ATLANTA POS 840933 *ONLINE,Food & Dining,Debit Card
2024-05-30,2678.1,ALDI 761690 *CARD,Groceries,Debit Card
2024-12-16,7935.89,TESCO STORES 168441,Groceries,Debit Card
2025-11-17,610.99,Txn: NEFT TO BIG BAZAAR 645823,Transfer,NEFT
2024-05-21,12385.8,AMAZON PAY *GOIBIBO 804139,Shopping,Wallet
2023-12-02,7531.99,Alert: FLIPKART DELHI TXN 844001,Shopping,Debit Card
2024-06-15,4888.29,AMZN.COM/BILL 22394 *POS,Shopping,Debit Card
2024-11-28,2115.77,UBER HYDERABAD TXN 387127,Travel,Credit Card
2025-06-21,4288.37,VENMO PAYMENT 927345 *CARD,Transfer,Digital Wallet
2023-06-08,703.11,MAKEMYTRIP 203866,Travel,Credit Card
2024-02-29,3086.03,LIDL 265400,Groceries,Debit Card
2023-12-23,381.82,FLIPKART CHENNAI TXN 213000,Shopping,Debit Card
2024-10-14,12165.15,SBI/IMPS TO AIRTEL 780717,Transfer,IMPS
2025-05-05,5534.93,HDFC/NEFT TO KFC 394714,Transfer,NEFT
2023-07-11,13081.38,SWIGGY MADRID TXN 124798 *CARD,Food & Dining,Debit Card
2025-05-24,9948.07,IMPS TRANSFER TO SPOTIFY 877154,Shopping,IMPS
2024-10-28,12003.24,STRIPE*WALMART 353784,Shopping,Card
2024-11-25,12612.68,ACH DEBIT APPLE 848373 *CARD,Bills & Utilities,ACH
2024-01-21,2343.96,ZOMATO MIAMI TXN 246783,Food & Dining,UPI
2023-06-12,3845.07,NEFT TO RYANAIR 243104,Transfer,NEFT
2024-02-22,9292.49,Credited ATM CASH WITHDRAWAL ICICI ATM ATM 131608,Cash Withdrawal,ATM
2023-02-15,4027.77,WALMART.COM 473082,Shopping,Credit Card
2024-04-21,276.26,ACH DEBIT RYANAIR 766965,Bills & Utilities,ACH
2025-09-02,10960.16,PAYPAL *IKEA 698758,Shopping,Digital Wallet
2023-09-28,14543.92,Txn: AIRTEL BILLPAY 555980,Bills & Utilities,Net Banking
2024-12-24,12770.82,Txn: PAYMENT TO CREDIT CARD ICICI 958647,Bills & Utilities,Debit Card
2023-04-25,8010.01,UPI/177378/H&M *CARD,Shopping,Credit Card
2024-10-26,4604.3,MOBILE TOPUP Jio 507071,Bills & Utilities,Wallet
2024-07-16,13415.13,MYNTRA KOLKATA TXN 440801,Shopping,IMPS
2024-01-07,14843.96,TESCO STORES 270885,Groceries,Debit Card
2023-06-09,13474.42,PAYMENT TO CREDIT CARD SBI 695428,Bills & Utilities,Card Present
2023-05-13,10698.31,ZELLE PAYMENT TO SPOTIFY 994416 *CARD,Transfer,Card Present
2024-09-10,6969.37,BOOTSCHEMIST 689112,Healthcare,Card
2025-10-23,10735.29,ALDI 416747 *CARD,Groceries,Debit Card
2024-03-14,2712.14,LIDL 543188 *ONLINE,Groceries,Debit Card
2025-04-04,10281.92,PAYPAL *H&M 179866 *ONLINE,Shopping,Digital Wallet
2025-03-29,4874.45,DELTA AIRLINES 14995,Travel,Credit Card
2025-02-19,10581.37,AMZN.COM/BILL 254907 *POS,Shopping,Credit Card
2025-04-20,1813.67,WALMART.COM 301155 *ONLINE,Shopping,Credit Card
2024-10-15,6055.12,SWIGGY PARIS TXN 381993,Food & Dining,UPI
2025-02-27,12620.45,DELTA AIRLINES 53001,Travel,Credit Card
2024-06-30,8809.8,ALDI 241259,Groceries,Debit Card
2024-11-25,6842.06,FLIPKART BENGALURU TXN 124016,Shopping,Debit Card
2025-10-16,11478.5,ZELLE PAYMENT TO H&M 150494,Transfer,Zelle
2023-06-23,13731.12,GAS BILL 935821,Bills & Utilities,Net Banking
2023-05-06,6688.69,DELTA AIRLINES 114604 *CARD,Travel,Card Present
2025-03-31,10944.99,FLIPKART ATLANTA TXN 583261,Shopping,Debit Card
2023-12-14,1409.58,PAYMENT TO CREDIT CARD AXIS BANK ATM 935816,Bills & Utilities,Debit Card
2025-01-26,3739.06,PAYMENT TO CREDIT CARD SBI ATM 379390,Bills & Utilities,Credit Card
2025-05-09,10743.13,Credited RYANAIR 539903,Travel,Credit Card
2023-06-15,12983.75,CARREFOUR LONDON TXN 249165 *POS,Shopping,Card Present
2024-04-01,1673.58,KFC PUNE TXN 237525,Food & Dining,Debit Card
2025-06-05,4179.28,Alert: APPLE.COM/BILL 49103,Entertainment,Credit Card
2024-06-23,11503.25,MAKEMYTRIP 774672 *ONLINE,Travel,Credit Card
2023-01-09,3189.8,IRCTC E-TICKET 237482 *CARD,Travel,Card Present
2023-05-28,3497.11,HP PETROL PUMP SAN FRANCISCO TXN 793504,Fuel,Debit Card
2024-06-04,4733.88,UPI/329826/GOIBIBO,Shopping,UPI
2025-01-10,9237.05,UBER LONDON TXN 363928,Travel,Credit Card
2024-05-20,7644.36,MYNTRA MUMBAI TXN 319618,Shopping,IMPS
2024-10-03,14898.29,AMZN.COM/BILL 555209,Shopping,Credit Card
2024-09-16,116.19,Credited VENMO PAYMENT 209673,Transfer,UPI
2023-12-18,2677.26,ALDI 256857,Groceries,Debit Card
2023-03-16,479.95,AUTOPAY AMZN PRIME 368719,Entertainment,AutoDebit
2023-03-05,12166.24,PAYMENT TO CREDIT CARD SBI 33960,Bills & Utilities,Credit Card
2024-03-28,5500.54,SUBWAY DELHI POS 512409,Food & Dining,Card Present
2024-05-08,9440.31,ATM CASH WITHDRAWAL HDFC ATM 839527,Cash Withdrawal,ATM
2024-12-06,9199.2,Credited ZELLE PAYMENT TO RAZORPAY 959773,Transfer,Zelle
2023-09-30,9930.27,APPLE.COM/BILL 403892,Entertainment,Credit Card
2023-07-06,5736.34,SPOTIFY *SUBSCRIPTION 199276 *POS,Entertainment,Credit Card
2023-10-09,14316.77,UPI/239639/GOOGLE,Shopping,UPI
2025-01-30,8617.23,FLIPKART NY TXN 156496,Shopping,Debit Card
2023-01-20,7133.52,SBI/IMPS TO KFC 379755,Transfer,IMPS
2025-07-14,6167.97,IRCTC E-TICKET 743226 *ONLINE,Travel,Net Banking
2025-09-06,6783.23,INDIAN OIL ATLANTA TXN 347965,Fuel,Debit Card
2024-05-15,8724.35,MOBILE TOPUP Jio 472669,Bills & Utilities,Wallet
2023-01-06,9437.61,PAYPAL *JIO 11007,Shopping,UPI
2024-07-10,10351.72,GOOGLE *PLAY 766277,Entertainment,Credit Card
2025-03-26,7946.6,EASYJET 810152,Travel,Credit Card
2025-08-13,6851.15,UPI/537386/AMAZON,Shopping,UPI
2023-10-14,5563.07,PAYPAL *SBI 371207,Shopping,Wallet
2025-04-29,12779.97,AMAZON PAY *H&M 883677,Shopping,Wallet
2024-01-01,11080.72,AUTOPAY AMZN PRIME 873760,Entertainment,AutoDebit
2023-01-19,9427.84,RYANAIR 641603,Travel,Credit Card
2025-09-29,10146.76,CVS PHARMACY 878726,Healthcare,Card
2023-04-16,5117.18,ACH DEBIT PAYTM 611949,Bills & Utilities,Digital Wallet
2024-11-03,9119.43,Txn: UPI/132648/AMAZON,Shopping,UPI
2025-10-13,10926.97,GAS BILL 725507,Bills & Utilities,Net Banking
2025-05-04,8438.58,ELECTRICITY BILL 754858,Bills & Utilities,Net Banking
2023-06-18,4309.37,UPI/858188/SPOTIFY,Shopping,UPI
2025-09-23,1967.02,DELTA AIRLINES 501341,Travel,Credit Card
2024-02-17,8729.01,HP PETROL PUMP DELHI TXN 703613,Fuel,Debit Card
2024-10-23,507.16,AUTOPAY AMZN PRIME 141462 *ONLINE,Entertainment,AutoDebit
2023-07-11,11456.33,ACH DEBIT ZARA 129248 *POS,Bills & Utilities,ACH
2025-01-03,14751.38,Credited WALMART.COM 609569,Shopping,Credit Card
2023-11-13,6572.11,WALMART.COM 806183,Shopping,Credit Card
2025-06-22,1257.54,PAYPAL *SPOTIFY 726126,Shopping,Wallet
2023-02-18,13254.37,FLIPKART NY TXN 799329,Shopping,Debit Card
2025-03-10,11651.36,ZELLE PAYMENT TO ADOBE 748674,Transfer,Zelle
2025-08-12,7536.19,UPI/130565/ADOBE,Shopping,UPI
2024-05-23,13441.94,EASYJET 103513 *CARD,Travel,Card Present
2023-01-21,2952.28,DMART 387384,Groceries,Debit Card
2025-09-09,4888.99,ACH DEBIT APPLE 908004 *CARD,Bills & Utilities,ACH
2023-06-11,8477.03,PAYMENT TO CREDIT CARD HDFC ATM 554590,Bills & Utilities,Debit Card
2024-10-31,3568.71,APOLLO PHARMACY 937231,Healthcare,Card
2023-06-28,14480.87,EASYJET 297873,Travel,Credit Card
2025-09-17,5846.99,LIDL 368916 *ONLINE,Groceries,Debit Card
2025-02-04,7036.76,EASYJET 150600,Travel,Credit Card
2023-07-18,7475.29,IMPS TRANSFER TO ADOBE 872303,Shopping,IMPS
2024-07-31,12156.6,STARBUCKS PUNE POS 419896,Food & Dining,Card Present
2023-12-08,9736.21,JIO RECHARGE 733415,Bills & Utilities,Net Banking
2023-05-28,11175.75,Credited CVS PHARMACY 148882,Healthcare,Card
2024-06-11,14073.39,MAKEMYTRIP DELHI TXN 482640,Shopping,Debit Card
2024-03-25,3453.53,UPI/235995/AMAZON,Shopping,UPI
2025-06-30,11563.79,HP PETROL PUMP AHMEDABAD TXN 50786,Fuel,Debit Card
2023-12-01,5252.9,BOOTSCHEMIST 196209,Healthcare,Card
2024-11-08,4524.87,ACH DEBIT WALMART 671506,Bills & Utilities,ACH
2025-10-28,10448.67,GOOGLE *PLAY 329480,Entertainment,Credit Card
2024-07-07,5873.39,MAKEMYTRIP 509979,Travel,Credit Card
2025-01-16,2029.4,STRIPE*DELTA AIRLINES 147015 *POS,Shopping,Debit Card
2024-06-24,322.19,AIRTEL BILLPAY 708384,Bills & Utilities,Net Banking
2025-03-12,1483.17,IRCTC E-TICKET 361238,Travel,Net Banking
2024-06-11,939.53,IMPS TRANSFER TO AIRTEL 257678,Shopping,IMPS
2025-03-11,14991.15,ACH DEBIT INDIAN OIL 700266,Bills & Utilities,ACH
2025-08-06,9110.45,LIDL 431423 *CARD,Groceries,Card Present
2023-04-09,4266.54,LIDL 271623 *ONLINE,Groceries,Debit Card
2023-05-12,6306.64,KFC LONDON TXN 773534,Food & Dining,Debit Card
2024-03-11,4188.31,ZELLE PAYMENT TO DELTA AIRLINES 64929,Transfer,Zelle
2023-01-10,7384.17,Txn: INSURANCE PREMIUM JIO 837843,Bills & Utilities,Net Banking
2025-08-22,493.86,ELECTRICITY BILL 721371 *POS,Bills & Utilities,Credit Card
2025-10-30,1253.68,ACH DEBIT NETFLIX 467351,Bills & Utilities,ACH
2023-10-11,11498.85,ALDI 299788,Groceries,Debit Card
2025-01-03,12193.59,TARGET STORE32 714900,Shopping,Credit Card
2023-02-10,3330.6,GOOGLE *PLAY 991727,Entertainment,Credit Card
2025-10-22,2366.64,SUBSCRIPTION AMAZON PRIME 180374,Entertainment,Card
2024-06-22,6594.09,ALDI 87267,Groceries,Debit Card
2025-01-31,5892.65,RYANAIR 283939,Travel,Credit Card
2024-07-08,4965.6,MAKEMYTRIP 543279,Travel,Credit Card
2025-10-02,5257.54,Alert: EASYJET 679516,Travel,Credit Card
2024-11-07,7554.51,AMZN MKTP EUROPE 559511 *POS,Shopping,Card Present
2023-10-07,4255.14,OLA/UBER RIDE 338527,Travel,UPI
2024-12-19,11480.57,AIRTEL BILLPAY 699808,Bills & Utilities,Net Banking
2024-08-17,6829.74,UBER ATLANTA TXN 466065,Travel,Credit Card
2024-10-25,9437.07,PAYTM-TO-SBI 340583,Shopping,Wallet
2024-06-29,5548.59,BOOTSCHEMIST 336713,Healthcare,Card
2025-09-17,10256.67,FLIPKART CHENNAI TXN 317649,Shopping,Debit Card
2025-10-17,9343.28,SUBSCRIPTION AMAZON PRIME 443321 *ONLINE,Entertainment,Card
2025-01-24,10639.84,ELECTRICITY BILL 277657,Bills & Utilities,Net Banking
2024-07-22,10194.07,EASYJET 625592,Travel,Credit Card
2024-07-24,6334.01,UPI/209448/SBI,Shopping,UPI
2025-03-12,2863.52,APOLLO PHARMACY 113312,Healthcare,Card
2023-11-22,1349.22,ACH DEBIT FLIPKART 927243,Bills & Utilities,ACH
2023-09-17,13292.18,Alert: AMZN MKTP INDIA 706811,Shopping,Credit Card
2024-05-12,5304.14,Txn: SUBSCRIPTION AMAZON PRIME 909422,Entertainment,Card
2024-07-27,10249.5,ELECTRICITY BILL 905342,Bills & Utilities,Net Banking
2024-02-26,12897.11,KFC LONDON TXN 806594,Food & Dining,Debit Card
2023-06-07,1194.11,LIDL 41652,Groceries,Debit Card
2025-08-11,8317.61,SPOTIFY *SUBSCRIPTION 49486,Entertainment,Card
2023-12-27,14008.71,EASYJET 577096,Travel,Credit Card
2025-08-02,10099.76,AMZN MKTP US 442441 *POS,Shopping,Credit Card
2023-02-23,6769.69,Debited INSURANCE PREMIUM ZOMATO 98337,Bills & Utilities,Net Banking
2024-05-15,4718.75,STARBUCKS DELHI POS 142871,Food & Dining,Debit Card
2025-05-02,5726.07,Debited APPLE.COM/BILL 236874,Entertainment,Credit Card
2024-10-30,3597.3,ZELLE PAYMENT TO MCDONALDS 14468,Transfer,Zelle
